Title,Storyline
Imam Hussein the Majestic Sacrifice,"On the day of Ashura and that great saga, where the beloved grandson of the Prophet Muhammad, Imam Hussein, peace be upon them, stood facing all the world's wickedness and blasphemy and gave those eternal speeches and irrefutable argument to all the people of the world and especially those who chose obeying the tyrants upon killing the honorable, and this is the echo of the voice of Hussein, peace be upon him, it will forever remain over the years and the days, and his matter forever increases."
Inanimate Insanity II: The Movie,"MePhone's reality show competition finale with Suitcase and Knife contestants is jeopardized when his creator's past reemerges, endangering participants and threatening an unresolved ending."
Inazuma Eleven Movie: The Legendary Kickoff,"The Raimon Junior High soccer team, led by the protagonist Endou Mamoru, aims to win the national tournament, Football Frontier. Thanks to the efforts of legendary striker Gouenji Shuya, who joins the team, they beat strong schools and make it through the regional qualifiers despite fierce battles. With their former rival, Teikoku Gakuen's genius game maker Kidou Arihito, now on board, Raimon Junior High School advances to the finals, but they are faced with the overwhelming strength of Zeus Junior High!."
Inazuma Eleven the Movie: Prologue to the New Heroes,"The protagonist, Sasanami Unmei, transfers to Nagumohara Junior High School in Nagasaki in search of a soccer-free environment, wishing that soccer would disappear. Meanwhile, Endou Haru, who has demonstrated his natural talent and reigns at the top of his generation, also has complicated feelings about soccer. The unexpected encounter between these two opens the door to new heroes."
Inside Out 2,"A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced."
Into the Mortal World,"Adaptation of the classic fairy tale, the descendants of Niu Lang and Zhi Nv continue to write a new adventure."
Inventors,"When the only thing a bullheaded inventor cares about is winning, he risks losing more than just the contest."
Iris the Movie: Full Energy!!,"Prior to performing at a big concert venue in celebration of their 10th year as an idol group, iRis are whisked away into a fantasy world where anything is possible through the power of song."
Isla Monstro,"When loser Duke, who has screwed up every hair-brained scheme he's ever come up with, accidentally falls off a cruise ship and wakes up on a mysterious top secret government island, he discovers that it's overrun with mutants and monsters from a failed 1980s DARPA ""super soldier"" project to stop the 2nd Cold War. He soon comes up with the incredible idea of turning the island into a world class getaway resort, utilizing the creatures as it's staff, much to the dismay of the United States government."
Isle: Alpha One,"Maxwell ""Spotter"" Lin is given the opportunity alongside his colleagues to be deployed on an island, once B-Corp property, however, what he expects isn't in his cards. Will he and his team survive this hellhole of an island?"
Ivan Tsarevich i Seryy Volk 6,Ivan Tsarevich and his friends go to an exhibition of wonders from the entire fairy-tale world.
Jin Ling Yu Mao,"In ancient Jinling City, General Kou's bodyguard cat Zhan Ao partners with the young Bao Zheng, Jinmaoshu and General Kou's daughter Kou Zhu to find truth, solve the mysterious case together, exposed a huge conspiracy."
Johnny Puff: Secret Mission,Follows Johnny Puff and his friends as they embark on a secret mission to save Taigasville from the evil plans of Otto von Walrus.
Jon Vardar protiv Galaksijata,"One completely unexceptional man. One emotionally unstable robot with a huge spaceship - and many, many, many aliens. On a mission to save (or destroy) the Galaxy."
Justice League: Crisis on Infinite Earths - Part One,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back."
Justice League: Crisis on Infinite Earths - Part Three,"Trapped in a pocket universe, surviving Earths face annihilation by the Anti-Monitor. Time shatters, bringing past heroes to aid Justice League against the epitome of evil. Their sacrifice may lead to victory."
Justice League: Crisis on Infinite Earths - Part Two,The Anti-Monitor (the Monitor's evil counterpart) is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.
Kaptan Pengu ve Arkadaslari 4: Buzuldaki Sir,N/A
Kek 2,"Taking place before the events of the first movie, the world is in agony due to the 28 World Wars that occurred as a result of the 'TAX WARS. John Adams is summoned to the year 2021. However, after he meets GUY 8, the manhunt begins."
Kid Santa,N/A
King of Prism: Dramatic Prism 1,N/A
Kittened,"Follow Tough Dog, a world-famous rapper and his rap battle with Kalixte, a rising star with millions of followers. A week before the battle, Tough Dog wakes up in the body of a kitten and now needs to reverse the situation."
Kizumonogatari: Koyomi Vamp,"After helping a vampire, Reki becomes one of them. To become human again, she must recover the vampire's limbs captured by hunters."
Kral Sakir: Devler Uyandi,N/A
Kung Fu Panda 4,"After Po is tapped to become the Spiritual Leader of the Valley of Peace, he needs to find and train a new Dragon Warrior, while a wicked sorceress plans to re-summon all the master villains whom Po has vanquished to the spirit realm."
Kuramerukagari,"Kagari is a girl who runs a mapmaking business focused on recording an ever-changing, labyrinth-like town. Watch to see how her daily life unfolds."
Kustomonsters 3,Surfwitch finds herself trapped in the ancient American Indian city of Cahokia with little of her magic power left. She must regain her powers and find her way back home to the rest of the Kustomonsters.
Kvitebjørn,"The Polar Bear Prince is a modern and magnificent animated feature film based on one of Norway's most beloved fairytales. It's a story of love, greed and courage, set in the beautiful Norwegian scenery and packed with suspense, humour and music."
La Familia del Barrio: La Película,"A time traveler's blunder with Mexico's most important priest in 1810 alters history, erasing the Mexican Independence movement before it begins."
Le mystère de Waza,"Intrigued by mysterious disappearances in the brand-new Scientific University of the Sahel, 4 young Cameroonian friends decide to carry out the investigation - This will lead them to an archaeological treasure: The Waza National Park."
Le parfum d'Irak,"Following his father's death, French-Iraqi journalist Feurat Alani reflects on his father's journey from Iraq to France. He revisits his own personal story as an immigrant son and the country's current history."
Lesbian Space Princess,A space princess is thrust out of her sheltered life and into a galactic quest to save her bounty hunter ex-girlfriend from the Straight White Maliens.
Let Them Breathe: City on the Ocean,"""Let Them Breathe: City on the Ocean"" (COTO) is a captivating tale of resilience and friendship set against a backdrop of an unconventional world. The story follows Jesse, a young boy whose life is turned upside down when a cataclysmic event separates him from his family. Alone and adrift, Jesse is thrust into the unknown until he finds himself aboard a makeshift city floating on the ocean."
Let's Go! Anpanman: Baikinman and Lulun,N/A
Life with Quincy 3,N/A
Lilla spöket Laban spökar igen,"Laban is not like other ghosts. He is afraid of the dark. Laban loves nothing more than to be scary, but no matter how hard he tries, he only succeeds in scaring himself. Laban lives with his Mummy and Daddy Ghosts and his tough little sister Labolina in the basement of the Goodmorning Sun castle. Labolina can imitate all the sounds in the world. There are also some people living in the castle: the King and Queen, Princess Busan and Little Prince Bus, who are Laban's very best friends."
Little Richard the Shark,"Little Richard (Ricardito) is a parrotfish born inside the coral reef. He lives with his parents who spend all day nibbling seaweed and with his 23 brothers and sisters who only eat toast stuffed with those greenish vegetables. He was born with a malformation and unlike his peers he has a soft and floating dorsal fin which when held straight resembles that of sharks. He spends his days trying to look like sharks but everyone makes fun of him, at school, at home, on the streets of the reef. One day, after yet another mistreatment, he leaves home and ventures into the ocean where he meets many different fish and a family of little sharks, Rosetta and Aly. With them he will begin a journey to find himself, understand the importance of his species and fight against the hated pollution of the seas."
Living Large,A 12 year-old boy was bullied for his weight and he tries to turn things around by dieting and attempting to win over the girl of his dreams.
Look Back,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together."
Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,N/A
Love and Friendship,"Three different segments set in the Philippines, depicted with conversations involving love of interests and friendships."
Luntik. Vozvrashchenie domoy,"New adventures of Luntik and his friends - the grasshopper Kuzi, Bee, the butterfly Elina, the caterpillars Vupsnya and Pupsnya and others. This time the cheerful company decides to help Luntik find his mother and return home to the Moon. To do this, Luntik needs to climb the Black Mountain, the road to which is full of adventures and dangers."
Luv You Shankar,Revolves around the bond between an eight-year-old boy and Lord Shiva.
Magic Birds: I magiki pagida,"Pandora and Plato, the most in-love creatures on Earth, share a magical secret: their Tears of Sadness can grant any wish. But Pandora tells Plato she can never see him again, as a prophecy warns Plato will die on their 300th anniversary. Meanwhile, Alba, a space computer, sends Flame to Earth to stop an evil villain."
Mahavatar Narsimha,The demon Hiranyakashyap seeks revenge on Vishnu and declares himself a god. His son Prahlad remains devoted to Vishnu. Vishnu manifests as Narsimha to defeat the demon and restore balance.
Mariposas Negras,"Tanit, Valeria and Shaila are three women from very different parts of the world who face the same problem: climate change. They will lose everything because of global warming effects and they will be forced to emigrate to survive."
Mars,"A zany crew of misfits blasts off to Mars, only to find they've been duped by a scheming billionaire. Chaos ensues as they face bizarre challenges and unexpected surprises on their wacky interplanetary journey."
Marvel's Civil War Full Comic Dub Movie,The superheroes stand against each other in a civil war that will change their world forever.
Masha and the Bear. Wonder Park,"Masha, Dasha and the Bear are going on a new exciting adventure to the Wonder Park, where a day full of exciting rides and incredible encounters awaits them. Dasha really wants to get to the show, so she is aiming to win all the quests in the park, Masha is just looking for maximum fun, and the Bear is seriously determined to test his ""smart"" camera. But everything does not go quite according to their plan."
Max Beyond,"A PTSD marine goes to extreme measures to rescue his 8 year old brother from a science research facility, where he is being experimented on for his special ability to tap into multi-dimensions across space and time."
Maxxie LaWow: Drag Super-shero,"A shy barista's life transforms when a magic wig turns him into drag queen Maxxie LaWow, tasked with finding missing queens held by Dyna Bolical who wants their anti-aging tears."
"Maya, donne-moi un titre",A father and daughter maintain their bond despite living in different countries through an imaginative nightly ritual where she suggests a title and he creates short animated films starring her as the hero.
Me,N/A
Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon."
Mei Ren Yu De Xia Tian,N/A
Mel John,N/A
Memoir of a Snail,"A bittersweet memoir of a melancholic woman called Grace Pudel - a hoarder of snails, romance novels, and guinea pigs."
Memory Hotel,N/A
Milk Teeth - Essere bambine in Afghanistan,N/A
Minderler Adasi: Kilicin Sahibi,N/A
"Minsky, the little helper robot",A metal head android searching for meaning of life.
Mission to Pisom,N/A
Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana must journey to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
Mobile Suit Gundam SEED Freedom,"Lacus Clyne becomes president of a peace monitoring organization, but things are not quite what they seem."
Mobile Suit Gundam: Silver Phantom,"U.C. 0096. Argent Keil, an unofficial mercenary organization affiliated with neither the Federation nor Zeon, has been commissioned to assassinate Azami Megine, a high-ranking Federation official. The request comes from the Federation Forces, who cannot allow the reality of Azami's collusion with Zeon to be made public, but just before they were to set out, their fleet was attacked by none other than a Federation Forces' Jegan unit. In the midst of this extremely chaotic situation, a silver Gundam secretly owned by Argent Keil is launched into space."
Mochi-chon,"In a gray world, Maikel wandered aimlessly, until Hanna, a ray of sunshine, illuminated his path."
Molang au cinéma!,N/A
Monkey King: The Beginning,"After his master's death, Pulao searches for a golden hoop's heir. With a playful monkey named Kong and brave girl Nuwa, they form an unlikely team on a mission to save her people in Ruibo City, despite their inexperience."
Mononoke the Movie: The Phantom in the Rain,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them."
More Vivid Then This Morning's News,N/A
Motu Patlu & The Race to the Diamond Valley,"Motu and Patlu decide to participate in the race to help their village's development. Soon after, they land in France, where they face off against talented racers from various parts of the world. Will they emerge victorious?"
Motu Patlu & The Rise of Zombies,"As the zombie leader seeks to turn all humans into zombies, Motu and Patlu are determined to find a way to save the world from this trouble. Will they succeed in their mission?"
Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny."
Mult v kino. Vypusk # 165: Multikov vsegda malo,"In the new episode of ""MULT v kino,"" Kesha will teach Valya badminton, cats and dogs will play the game ""Give Good,"" Katya and Ef will go in search of treats for the robots, sorceresses will investigate the disappearance of all the sweets in Myshkin, super kittens will test for themselves, does a good luck talisman work?"
Mult v kino. Vypusk # 167: Fokus-pokus,"In the new episode, a real illusionist will come to visit Rosinka, Umych and Fidget, who will teach the children and all viewers his signature tricks. At the ""Musical Warm-up"" this time we will dance to a modern version of ""Kalinka-Malinka"" - the folk song will appear in a new sound and will definitely stick in your head for a long time with its perky chorus. We will also prepare Fidget's favorite dish."
Mult v kino. Vypusk # 168: Idyom na piknik!,"Spring is in full swing, the sun is warming up, the buds are blooming, and Rosinka, Umych and Fidget have gathered in nature to have a picnic. Just when the guys decided to have a lot of fun, Fidget was attacked by a snake. Together with our presenters, we will learn how to deal with wild reptiles, sing a funny road song, learn cool games that you can play in nature, solve five new riddles about spring and learn many useful tips for ""survival in the wild."""
Mult v kino. Vypusk # 170: Vsyo luchshee - druzyam,"In the new episode of ""CARTOON in Cinema"" mini-bears will learn to play in a team, Katya and Ef will learn a lot of interesting things about soap, cats and dogs will go in search of an ancient crystal, mother from Chik-Chirikino will get ready for vacation, and the robot Megaton will fight with fear."
Mult v kino. Vypusk # 173: Sekrety druzhby!,"Kesha will tell who should do what, Katya and Ef will learn a lot of interesting things about professions, the girls from the Fairytale Patrol will find out who has the Magic Stone, the cats and dogs will tell you why lying is bad, and Vasilisa from Chik-Chirikino will tell you why you should remain yourself."
Mult v kino. Vypusk # 174. Dobrye dela!,"Kesha will learn what an echo is, cats and dogs will play with a supercar, Tim and Tom will look for the Moon Flower, the Chirikins will go to Grandpa's for a holiday, and the Fairytale Patrol will want to do a good deed, but accidentally help steal a teleporter."
Mult v kino. Vypusk # 175,N/A
Mustafa,"The childhood of Mustafa Kemal Atatürk, the founder of the Republic of Turkey"
Mutation X,The Film Follows Scott Warcotts And Joel Miller Battling Their Way Through The On Going Infection
My Freaky Family,"Betty Flood, a preteen with musical talents and magical abilities, struggles to fit in with her unconventional family. As she approaches her 13th birthday, she unravels family secrets, embracing her unique identity."
My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family."
My Oni Girl,A high school student's life takes an unexpected turn when he meets an oni (demon) girl on a quest in the human world.
My Redneck Neighbor: Chapter 2 - Let the Games Begin,"Crazy Asians and Redneck clans escalate their Pranks to a point of no return when Cat tries to boil Reddick's Pet Gerbil, in retaliation, the Reddicks roast Cat's chicken for lunch, lead to an all out War,Winner takes all Redneck Games"
My Time to Make It Happen: As Told by Tiana Melvina,"A collection of the early award-winning works of director, writer, producer, and actress Tiana Melvina: ""Time To Make It Happen"", ""Cavapoo Rescue"", and ""Eighteen Twenty One""."
Métasexe,N/A
NJPW SMP: The Movie,NJ and Friends have to defend NJPW SMP City from Unknown and his soldiers.
Naani Krissh's Jai Shree Ram,"JAI SHREE RAM is worlds first online film on Ayodhya Ram which is made with world's first ever technology named as HCVII (Human Command visionary Imaginative Intelligence) (Mobile Technology) Editing, Animation and Graphics done using Smartphone. Direction,Screenplay, 3D camera, Vfx. Animation, Produced-Sai Krishna (Naani Krissh)"
Nancy & Bill: The Story Before Oliver Twist,"Nancy is sent on a undercover mission, to spy on an American who has just moved to London. This American, named Edward, has made it his mission to educate the poor of Londons streets. Nancy attends the classes and ends up getting very close to her new teacher."
Nasreddin Hoca: Zaman Yolcusu - Kadim Medeniyetler,N/A
Nature Cat's Nature Movie Special Extraordinaire,"Nature Cat and his pals realize they've come to the end of their Nature Curiosity List. Meanwhile, Sir. Galahad gives himself the title of King and moves into a barren castle and steals pieces of nature to make his castle look more beautiful."
Nefertiti Regina Inimilor,"In 1350 BC Queen Nefertiti together with her husband, Pharaoh Akhenaten arrive at Amarna. In the New Kingdom of the 18th Dynasty, Queen Nefertiti and her pet bird embark on a real adventure."
Nefertiti the Queen of Hearts,"In 1350 BC Queen Nefertiti together with her husband, Pharaoh Akhenaten arrive at Amarna. In the New Kingdom of the 18th Dynasty, Queen Nefertiti and her pet bird embark on a real adventure."
Nie Xiaoqian,"Nie Xiaoqian was betrayed and died with hatred. She turned into a ghost after death and was imprisoned in Lanruo Temple. Ning Sheng went to Capital to take examination and stayed here, and accidentally saved Xiaoqian."
Night of the Zoopocalypse,A wolf and mountain lion team up when a meteor unleashes a virus turning zoo animals into zombies. They join forces with other survivors to rescue the zoo and stop the deranged mutant leader from spreading the virus.
Niko: Beyond the Northern Lights,Niko is a flying reindeer boy whose biggest dream is to become a member of Santa's flying forces. But instead he loses Santa's sleigh and during pursuit to get it back he learns the importance of friendship and doing things your own way.
Ninja Doomscrolling,N/A
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,N/A
No Time to Spy: A Loud House Movie,"Lincoln and the Louds are ecstatic to welcome their new Gran-Gran, Myrtle, into the family with a tropical wedding celebration, but the festivities are cut short when an old nemesis from Myrtle's secret agent past appears on the island."
Noah's Ark,Tom and Vini are two bohemian mice who stow away on Noah's Ark. They must use their musical talents to enter a competition and help maintain peace among the animals.
Norbert,"Norbert an incompetent spy from a sad, bureaucratic and grey nation will become a key player to thwart the plans of his own government, in an exciting quest that will see him travel alongside strange companions."
Nothing Unusual,"In Japan, Rokurokubi are known to be like Vampires. They're known to be dangerous Yokai for committing horrible deeds. Except for one. Asumi Mayako -- Born a Rokurokubi, now lives a normal life with Karita Dere. Twelve years have passed since Asumi was found in the trash can, and things have been a little complex since Karita and her family decided to adopt Asumi. Asumi still feels worried about what would happen If people found out she's a rokurokubi. However, things get complicated when Asumi's mother, Khayme Mayako is slowly crawling back into her life. Not just that - Asumi's worries and nightmares become a reality as a reunion between Yokai and humans has begun. Experience an animated trip starring a Rokurokubi with a heart of gold."
Olivia & the Clouds,"This film explores love's complexities through a Rashomon effect. Olivia, haunted by a past love, hides it under her bed. She trades flowers with this ghost in exchange for comforting rain clouds."
Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark."
Our Crazy Love,"Daniel is having problems in his marriage with Olivia. There's a bit of a little spicy missing. So, she comes up with an idea: open relationship. Daniel freaks out and a big and funny confusion starts."
Out of the Nest,"In the Kingdom of Castilia, a dark force rises again. Days from the coronation of the new Emperor and Empress, their seven royal fledglings are taken and it's up to one hero to return them safely; a teenage delivery boy, Arthur the Goat. His dreams of becoming a world-class barber are put on hold when he becomes a parent overnight. If he's going to keep the rambunctious toddlers safe on their journey, he must first grow up, discover his own past, and along the way, awaken forgotten champions. Can Arthur return the heirs and ultimately save the kingdom?"
Outcome,The Infinity Rats uncover the startling and perilous reality concerning Mick Black.
Overlord: The Sacred Kingdom,"Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor Jaldabaoth."
PAPmusic - Animation for Fashion,"The new fashion house PAPmusic, based in Milan, is working on its upcoming collection. Within the company, the Commercial Director (Him) and the Fashion Designer (Her) now find themselves in an uncomfortable romantic situation."
Panda Bear in Africa,"A panda travels from China to Africa, facing hippos, hyenas, gorillas. He rescues his kidnapped dragon friend, makes new friends, and protects their jungle home."
Papercuts - My Life as an Indie Animator,"Papercuts is an animated memoir focused on the many trials and tribulations of a life in the arts. For over two decades, Eric Power has been working as an indie animator specializing in cut paper stop motion. Join him on a journey through all the highs and lows of a life dedicated to the wonderful world of animation."
Penelope & Everly's Holiday Adventure,"Penelope, Everly, and the town of Slacker's Bay are celebrating the holiday season. With new first responders, a new fire station, surprise guests, new friends, and a few fresh new looks for some familiar faces, and more, it's a Christmas season like never before."
People Power,"Large Metropolis. Near Future. World decimated by War. Musical Tale of Courage, Tolerance, Love & Pursuit of Peace, Justice & Freedom. People living separate lives find each other & discover they have a greater purpose than ever imagined."
Peppa Pig: Peppa's Adventures Around the World,"Join Peppa and her family on an oink-credible adventure around the world. From glitzy Hollywood to the iconic Eiffel Tower, and even the beautiful Great Barrier Reef, Peppa and her family are on a quest for an unforgettable journey."
Peppa's Cinema Party,"Peppa celebrates 20 years with 10 new episodes, a 3-part wedding special, a mix of animation and live action where Peppa enters the real world, a party bus bonus episode, and 5 sing-along songs."
Pesnya Sirin,"The kingdoms of Yav, Nav, and Pravy exist in peace and harmony under the leadership of Veles, Perun the Thunderer, and the prophetic birds Sirin, Alkonost, and Gamayun. The insidious goddess of death, Palyandra, seeks to bring discord into the relationship of the deities. Schoolchildren Dima and Matvey will have to save our and fairy-tale worlds from disaster."
Piece by Piece,"A vibrant journey through the life of Pharrell Williams, told through the lens of LEGO animation."
Pikmin Destruction,N/A
Pikmin Forever,An epic action movie about an agency that tricked the world into thinking blue Pikmin are completely innocent using fake news stories. It is up to a yellow Pikmin called Spark to destroy this agency.
Piril: Sayilarin Gizemi,N/A
Plastic,James and Louise confront Mick Black however a more shocking event leads there pair in a race aginist time to save Laura. Meanwhile Annie and the rest of the gang cover up a murder.
Pleasant Goat and Big Big Wolf: The World Guardians,"""Pleasant Goat and Big Big Wolf: The World Guardians,"" follows the titular characters and their allies as they protect a magical gem, crucial for world stability and harmony, from a mysterious force."
Poder Del Pueblo,"Gran metrópolis. Futuro cercano, Mundo devastado por guerras. Historia musical de Valentía, Tolerancia, Amor y Búsqueda de Paz, Justicia y Libertad. Gente común vive vidas separadas, se encuentran y descubren un propósito jamás imaginado."
Psycho City: The Movie,N/A
Psycho World Tournament,N/A
Pui Pui Molcar the Movie: Molmax,N/A
Quo Vadis,N/A
Rabbits Kingdom the Movie,N/A
Rafadan Tayfa: Kapadokya,N/A
Ramayan the Hero's Path,"An animated series tracing Shri Ram's epic journey, from his divine birth to the heroic rescue of Sita Ji from Ravana. The story brims with adventure, courage, and timeless lessons of goodness, while also highlighting Ravana's brilliance as a scholar and warrior."
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',N/A
Rebellious,"In this modern twist on a classic fairy tale, a headstrong princess is stolen by an evil sorcerer, and her scholarly fiancé must use his wits in an epic quest to find her while she boldly challenges her captors and plots a daring escape."
Return,"After twists and turns, the Young oryx Hardy returned to his home to protect his family and the peace of the desert."
Rhythm of a Flower,"This animation film takes the single moment of Kumar Gandharva lying on his sick bed and expands it, where his life in music and contemplation moves like a dream. He teaches, writes and sings again, giving voice to the years of silence."
Riki Rhino: The Bird Kingdom,"A fun, family adventure that follows a brave rhino named Riki and his duck friend Beni as they journey through tropical jungles to find a magic seed that will help save their home from a foreseen tsunami."
Robo Puffin,"In a whimsical adventure, Otto Van Walrus creates a mischievous RoboPuffin to outshine the real puffins. Led by Johnny Puff, the feathered friends train to defend their home. Join the fun as they battle wits and show the power of teamwork."
"Robotia, the Movie","In a world inhabited by androids, a girl dreams of playing football, despite her family's ban. Her friends will come to her aid to help her fulfill her wish, and show everyone what they are capable of doing, on and off the football field."
Rock Bottom,"Through Robert Wyatt's music, the animated musical Rock Bottom plunges into the passionate self-destructive love story of Bob and Alif, two young artists immersed in the creative whirlwind of the early 70s' hippie culture."
Rocket Club: Across the Cosmos,"When Rocket Club's mission to return a stranded alien to its home planet is jeopardized by their rival Calvin's plan to freeze the Earth, our heroes must unite to unlock the secret of WUP speed to save the Earth before supper time."
Rocky and Bullwinkle,"After the grand opening of the Museum in Frostbite Falls, Bullwinkle and Rocky somehow ended up in the village that they have never been before."
Rudra & Return of King Makoonga,"Rudra and his friends arrive at Monkey Island for the lively Banana Harvest Festival. The festivities are disrupted when Rudra unveils a banana statue that vanishes, revealing the wrathful Makoonga. Can Rudra save festival from disaster?"
Ryan's World the Movie: Titan Universe Adventure,"Ryan's twin sisters Emma and Kate get trapped in a comic book world. Ryan enters this realm to rescue them, facing adventures, battles, and mishaps while attempting to bring them back before his parents discover their disappearance."
STEVE (A Minecraft Movie),"After Steve gets mysteriously taken away far far away from his village and friends, he must now find his new way in the world of Minecraft, while a mysterious entity follows him and haunts him."
Sabbath Queen,"A 39th generation ex-Orthodox rabbi embarks on a remarkable 21-year personal journey, also embracing life as a drag queen."
Sanatorium Under the Sign of the Hourglass,A ghostly train journey on a forgotten branch line transports a man visiting his dying father in a sanatorium to the edge of a mythic forest. Based on the book of the same name by Bruno Schultz.
Satan Kingdom Babylon,"A detective tries to solve the disappearance of a young woman. Following unlikely clues, the detective explores extremist communities in a dystopian world, revealing the roots of all evil"
Savages,"In Borneo, at the edge of the tropical forest, Kéria is given a baby orangutan. With the forest under greater threat than ever, Kéria, Selaï and the little primate, Oshi, will have to face many obstacles."
Saving Bikini Bottom: The Sandy Cheeks Movie,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
Schirkoa: In Lies We Trust,A bored office worker may have accidentally sparked a revolution in a bizarre dystopian world.
Shed 17 & Project G-1 the Movie,"Following the public hysteria following the broadcast of the Shed 17 documentary, further revelations are uncovered about the events on Sodor Island in the early 80's."
Shrek 5: The Contract - A Fan Made Film,"In this film, when all 4 of Shrek's old nemesis come back from the dead and kill Fiona, he must find a way to bring Fiona back from the dead via magical contract, all with the help of Donkey, Puss, and some new faces."
Si Juki the Movie: Harta Pulau Monyet,"Juki again experienced a problem that most people often experience. In the midst of the family's difficult financial conditions, Si Juki finds a treasure map left by his ancestors."
"Silex and the City, le film","Explores the adventure of Dotcom family consisting hunting professor Blog, Geography teacher Spam and their rebellious children as they enter on a exciting time-travel spree into the future."
Sinoalice: The Very Last Story,N/A
Sirds likums,"In a remote kingdom life was calm until one night the Princess met a Stranger bearing an unusual gift, and everything changed. The Princess runs away from home, her groom the Prince and friend the Cat embark on an adventure."
Skazochnyy patrul,N/A
Skazochnyy patrul. Shou prodolzhayetsya,"Four sorceresses from the Fairytale Patrol - Varya, Snezhka, Alyonka and Masha - take on a new investigation: a magical artifact - an electric guitar - has been stolen from brutal gnome rockers. Their sworn enemies, the forest elves, immediately come under suspicion. The case turns into a very difficult quest for the heroines due to a powerful third force that threatens everyone. As a result, gnomes on motorcycles, tourists, elves, fauns and, of course, unicorns join in the search for criminals."
Skullmaster: The Warrior of Havoc,N/A
Slides for the Lecture-Performance,"A PowerPoint presentation attempting to formalize the structure of the 2020 Belarusian rebellion. Blocks of red color, deformed lists of citations, social media posts and networks of seemingly abstract lines collide on a vertical screen."
Slocum et moi,"1950's, France, by the serene banks of the Marne River. François, a daydreaming child of boundless imagination, has his life changed when his father decides to start building a boat in the garden. Thus begins the family's grand odyssey, a collective venture to construct a boat that would carry them away - somewhere between reality and reverie."
Snow White's Storytime: The Wishing-Stone Stories,"Snow White and the Fairytale Fun Force gather around the fire to tell bedtime stories. This time, the magical friends read a classic fairytale about an incredible wishing stone."
Solo Leveling: ReAwakening,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate."
Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters."
Spermageddon,"Two narrative threads - one is an emerging love story between two awkward teens, John and Lisa, who are having sex for the first time and the other is an eventful quest of Simon the Semen and his friends to reach the golden goal, the Egg."
Spider-Man: Blue,"Peter faces loss and struggles, causing his hero duties to weigh heavy. Aunt May is ill, Gwen is gone, and school's tough. NYC teeters on destruction, but will Peter fight to save it, even alone, despite his fears?"
Steal the Naughty List,"A group of Arctic characters embark on a perilous adventure across the frozen tundra, facing avalanches, blizzards, and wolves, to steal the naughty list from Saint Nicholas."
Storm Crashers,"11-year-old Alfonso, heir of Don Quixote, and his 3 imaginary and musical rabbits join Pancho and Victoria, to save their beloved town of La Mancha from a huge storm."
Strawberry School Festival!!!,N/A
Sufunkan no Yell o,"A high school student who makes music videos encounters a teacher who gave up on music. Inspired, the young creator decides to produce a video featuring the teacher's compositions."
Sunburnt Unicorn,"Lost in an endless desert, an injured teenager adopts the identity of a mythical Unicorn to survive surreal encounters and rescue his father from the Cactus King."
Sunny,"Ocean, bright characters and adventures that about Sunny. Ocean breezes, birds, lot of sunshine, time run away and Sunny. Summer warm story. Did you ready to check what Sunny do last summer without you, till you wasn't able to find your Sunny? Sunny meet new friends."
