Title,Storyline
Super-Charlie,"Willie's dream of fighting crime with his cop dad is shattered when his baby brother Charlie arrives. Besides stealing all the attention, Charlie turns out to have actual superpowers."
SuperKlaus,"Santa Claus' wish comes true when he accidentally bumps his head and starts believing he's SuperKlaus. With the help of Billie and Leo his elf-xecutive assistant, SuperKlaus will take on a toy-obsessed businessman to save Christmas."
Symphony of the Eyes,A multimedia experience projected on the roof of a room that combines abstract images and ambient music.
TWST: Things We Said Today,"August 1965, The Beatles arrive in New York for a sold-out Shea Stadium concert. Crowds of frenzied fans fill Manhattan streets, hoping to catch sight of the band from their hotel."
Taisu Xilie,"An animation anthology film project telling four interlinked tales of animated sci-fi and fantasy by directors from Japan, China and New Zealand that talks about war, life, love and what we are as human."
Tax on Cigarettes,N/A
Tay 2: Ebabil Takimi,N/A
Teacher's Pet,"When a dog wants to be a boy after watching Pinocchio, he meets a mad scientist who steals his mind. Now his owner, a lizard, and a parrot have to go into the timelines to give him pizza and save him."
Terra Incognita 1901,"Rejected by his peers, Professor Herbert, visionary and intrepid, embarks on a daring expedition to the unexplored confines of Antarctica. At the heart of the ice, enigmatic traces of a forgotten civilization emerge."
Terrors,"Laura and Louise find themselves compelled to collaborate in order to retrieve a scarce substance that Louise seeks, which is believed to be concealed within the now abandoned Sahara headquarters."
Thanksgiving in Wonderland,"When Turk accidentally travels across the multi-verse and into Wonderland, he meets an incredible cast of characters including Alice and the Cheshire Cat who help him on his quest to get back home."
That Christmas,"It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans, including Santa's."
The Ballad of Straw Hat Sam,"When two unlikely friends embark on a journey to find the world's best bourbon, they encounter strangers, freaks, and a plethora of zany horrors that will leave them forever changed."
The Barkers Pursuit of Adventure,N/A
The Big Trip 3: Race Around the World,"After two adventures, bear Mik-Mik longs for peace with his family and bees. But when a clumsy stork delivers the wrong baby again, his dreams are dashed. To make things right, Mik-Mik embarks on another wild adventure to fix the mix-up."
The Boy Next Door,"Kayleigh Heart. Your outgoing, ""go getter"" energy city girl, suddenly loses touch of herself after leaving her home, New York City, for the rural suburbs of Pennsylvania. With her best friend Michelle and childhood sweetheart Nolan still living in NYC, she was faced with a choice. Does she hold onto her old city girl life? Or take a leap of faith when she's met with the boy next door...Hudson Pierce?"
The Burgger and Frogger Movie,N/A
The Car Acrobatic Team Saga,Speed Racer battles the treacherous Car Acrobatic Team in his most dangerous race.
The Casagrandes Movie,"After a surprise family trip to Mexico derails Ronnie Anne's birthday plans, she is determined to prove she's old enough to do her own thing - even if it means confronting an ancient preteen demigod whose angst has apocalyptic potential."
The Cheshire Cat,"After a diet of pink marshmallows and candy-canes, the mischievous Cheshire Cat has developed the biggest case of indigestion of his entire nine lives. Now, if he could just find the rest of his body, he would certainly take some antacid."
The Christmas Shark,"It's Christmas in Bubbletown and Miss Patty the forgetful mayor is preparing a speech to welcome a family of Great White sharks to town. What? Sharks? Never fear, they are inspector McToothy's relatives and super friendly."
The Colors Within,A girl who can see colors in people's hearts joins a band with two other people.
The Day the Earth Blew Up: A Looney Tunes Movie,Porky Pig and Daffy Duck are Earth's only hope when facing the threat of alien invasion.
The Delegator,A specialist who can heal telekinetically falls into a sinister plot to kill a gold-digging beauty.
The Elf Who Saved Christmas,"Snow White is a bit down on Christmas, so Santa tasks his best Elf named Elfie with the difficult responsibility of creating incredible gifts for all the fairytale characters to inspire them to remember what the holiday is all about."
The Formula for Water,"Dana goes in search of her father, a scientist who has invented a machine that can solve an important problem - the lack of drinking water. A real traveling circus will help her in her search."
The Garfield Movie,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist."
The Glassworker,"The life of a young glassblower in training and his relationships over the years, as his land goes through war and strife."
The Greatest Surf Movie in the Universe,"10 years from now a virus more deadly and more contagious than anything we've ever seen decimates all the world's living creatures. Facing a total extinction event a brilliant geneticist named Dr Jonathan Figg discovers a miracle vaccine that is fast tracked into production, saving the final remnants of humanity. Unfortunately there's one side effect - the vaccine completely erases all memory of surfing from the human mind. With no idea what they're supposed to be doing with their lives the world's best surfers aimlessly wander off into what's left of society. Surfing is doomed. Now it's up to the Surf God Hughie to pull together a team of former greats - guys who dominated the riding of ocean waves - in a last ditch effort to save surfing. Can this bunch of forgotten outcasts work together to create the Greatest Surf Movie in the Universe triggering the populations memories of mondo-tubes, full-rail carves and giant rotating airs? Or are we destined to become a pack of horrendously strook land-lubbing kooks? Join X3 World Champion Surfer Mick Fanning along with cult favourites Craig Anderson, Mason Ho, Griffin Colapinto, Jack Freestone and Matt Wilkinson on their quest to make The Greatest Surf Movie in the Universe. Featuring stop motion animation, life-like figurines and voice-overs done by the athletes TGSMITU is a special effects action comedy unlike any surf film ever made."
The Grump's Christmas,"Jabberwock decides to ruin Christmas and blame Blunderboar. Will the heroes of the Fairytale Fun Force discover the culprit and save the holidays, or will the grumpy giant take the fall for the greatest holiday disaster in history?"
The Guardians: The Chosen Ones,N/A
The Halloween Shark,"Dive under the sea this Halloween with your favorite fish pals. Muggles and Joy have a mission, to find the Halloween Shark. The duo talks to everyone in town to learn more about this. What they find is more incredible then they imagined."
The Littlest Angel 2: Lily Has a Secret,"When Lily hears a plaintive meowing in the bushes, she breaks all the rules by leaving the grounds of Amelia's Angel Academy and bringing a little kitten into her room"
The Lord of the Rings: The War of the Rohirrim,"A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg."
The Lost Tiger,"Adopted by a wrestler kangaroo family, Teo's life changes when visions lead him to his roots. He embarks on an epic journey to save his homeland from destruction."
The Monkey King Conquers Monsters,N/A
The Most Precious of Cargoes,"During a war that plagues everything around, a lumberjack's wife finds an abandoned baby girl. This meeting transforms the lives of the couple and those whose destinies intertwine with that of the child."
The Night Before Christmas in Wonderland,"The Queen of Hearts has outlawed Christmas. As a child, the white rabbit missed her gift. Years later, Father Christmas receives the lost letter and voyages to Wonderland. With the help of curious young Alice, can Christmas be saved?"
The Photographer,N/A
The Proud Princess,"Time has come for young and handsome King Benjamin to marry. He is captivated by Princess Carolina's portrait, and disguised as a gardener, he infiltrates her castle to win her heart after she rejects him."
The Puffins & the Magic Portal,"In Taigasville, the wicked walrus Otto steals an ancient spellbook from the local shaman. Little does he know, this mischief opens a whimsical portal to a dream-filled dimension. Now, Otto must face insane challenges to set things right."
The Puffins: Arctic Games,"In peaceful Taigasville, the Puffins enjoy carefree days filled with arctic games, and even lazy Otto Von Walrus loves his picnics. But when a surprise snowstorm strikes, the Puffins must rally together to save their world. Otto included."
The Quintessential Quintuplets Specials 2,"Futaro and quintuplet wives plan Hawaii honeymoon trip. Despite achieving dreams, they face worries. During preparations, incident causes panic."
The Redemption of Zack & Heather (Remastered),"Zack and Heather are twins with a long history of being troublemakers, or so we think. When they accidentally end up on Adventure Island, home of Megan, Lily, Mason and Peter (The Underwater Kids), they are in for the biggest surprise of their life... Redemption. But how will they redeem themselves? And will they ever become good kids?"
The Remarkable Life of Ibelin,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world."
The Storm,"The ancient ship rises from the depths. Mantou trespasses aboard and finds lost souls. After rain, will he be reborn and destiny change?"
The Summer of Mermaid,N/A
The Super Paper Mario Movie,"Mario goes on a multiverse-hopping adventure to rescue his friends and save all worlds from the destructive hands of Count Bleck and the Dark Prognosticus. Aided by Tippi, a mysterious Pixl, Mario travels across many worlds and kingdoms to seek the Pure Hearts and explore the range and labors of love."
The Things I Have Seen,The Things I Have Seen is a comedic journey through time exploring the best and worst people from the past and present in a series of interconnected sketches.
The Tiger's Apprentice,"Tom Lee, a Chinese-American boy, after the death of his grandmother, has to be apprenticed to the talking tiger Mr. Hu and learn ancient magic to become the new guardian of an ancient phoenix."
The Umbrella Fairy,"Qingdai, a royal umbrella's fairy, embarks on a journey with a young craftsman to prevent war after failing to guard a vengeful sword's fairy who escapes the royal pavilion."
The Veyshal Movie,"The film revolves around the story of two people, 1Leon and Veyshal, where they go through an enemies-to-friends arc, while encountering a criminal possessed with otherworldly powers."
The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
The Witch Doll of Aliester Croweley,"This film follows the terrifying events which lead to the death of Ian Dyot, a collector of supernatural artifacts and creator of a show revealing their secrets, this is not a movie to be missed, even the director of the movie is horrified"
"The Wizard and the Scholar (or, a Rapscallion Runs Amok in Rye)",This captivating film follows the journey of two extraordinary women - a wizard without power and a scholar without a home - who join forces with the legendary Robin Hood to solve a mass murder and save the town of Rye.
The Worlds Divide,"Natomi is transported to a magical world called Esluna. Guided by her childhood companion, a stuffed bear named Miito and a mysterious old warrior, Bataar, Natomi must face the queen and find the god of this world, her father."
Thelma the Unicorn,"A singing pony who dreams of stardom finds instant fame when she transforms into a sparkly unicorn, but becoming a celebrity is one wild ride."
There's Something About Knuckles Saga,N/A
Tied Up,"In a cruel turn of fate, Mac, a high-end necktie, is thrown in the trash. There he meets others in a similar predicament: a broken vase, an air freshener bottle, a boot with gum stuck on its sole, and a spool of thread down to her last bit of thread. Mac believes that he is better than this riff-raff and dreams of regaining his former life. The others want to reach a place called Paradise, thinking that's where they can make their wishes come true-and if you're stuck in a dumpster, you probably have something to wish for."
Tobia e i colori del mondo,N/A
Tobias and the Arcane Merchant,Tobias the Hybrid Tram Engine's sense of identity is thrown into question when a mysterious enemy returns to the railway with a hidden agenda and throws everyone's lives into chaos.
Toto's Christmas in Oz,Toto and Dorothy set out to save the holiday with the help of the fairytale fun force. The surprises are plenty. Join the fun and find out in Christmas In Oz.
Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but who once were friends bonded like brothers who changed the fate of Cybertron forever."
Transformers Prime: Galavatron's Revenge,"After the events of ""Transformers Prime: Predacons Rising"" where Megatron seemingly renounced his villainous ways, this fan film brings back a new iteration of Galvatron. The explanation for how Galvatron and Megatron can exist separately has been criticized as unclear."
Transformers: 40th Anniversary Event,N/A
Trapezium,"A high school girl determined to become an idol faces obstacles pursuing her dream. Along the way, she befriends aspiring stars from all directions, learning what her shining ambition truly means."
Treasure Fellowship,A group of young friends and their blue donkey learn to rely on each other as they team up in search of a hidden treasure while facing dangerous obstacles along their journey.
Tri bogatyrya. Ni dnya bez podviga,"The heroes will accomplish many feats: they will revive the unfortunate Koshchey, find the missing crown of the Prince, deal with the cruel khan - they can do everything. They can even cope with evil spirits. The horse Julius, the Serpent Gorynych and many others are always ready to come to the aid of the three heroes."
Tri kota. Zimnie kanikuly,"Korzhik, Caramel and Kompot dream of a bright and unusual New Year celebration, this is their main goal. But when the kitten Lollipop appears, they turn their attention to him and are forced to save Lollipop and his parents. And suddenly the New Year turns out even better than they expected."
Turbozavry. God drakona,"The adventures and magic of the New Year whirled the Tarbosaurs in a winter fairy tale. They are looking forward to new discoveries and are always ready to bravely rush to the aid of friends. Together with the Tarbosaurs, Petya and Katya prepare a holiday in honor of the year of the Dragon, find an oasis in the middle of winter and build an ice castle."
Ugly Sweater,"Determined to study astrophysics at an Ivy League college, high-school senior Ruby faces her anxiety as it appears vividly in her dreams, prompted by a seemingly magical ugly Christmas sweater."
Ultraman: Rising,"Ken Sato is a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy, as his own child."
Um Tempo de Todos,N/A
Uma & Haggen: Mitos,"In a pre-Hispanic fantasy world, a Mesoamerican princess joins forces with a Viking boy. Despite being total opposites, they embark on a mission in which companionship and loyalty are the key to restoring harmony to both of their kingdoms."
Uma Musume: Pretty Derby - Beginning of a New Era,"Uma Musume - they were born to run. Born with names from other worlds, sometimes with strange, sometimes with glorious histories, they inherit the souls of these names and run. Aiming only at the goal beyond our eyes."
Unhappy 25 Years Little Brat,"The beloved show Little Bill is celebrating its 25th anniversary. In this special event, Big Bill and Brenda are about to tie the knot-but trouble arises when Tayden Animate and his gang of troublemakers kidnap Brenda to stop the wedding. Their plan? To take Big Bill's place. With the help of a clever guard dog holding the key, Big Bill rescues Brenda. After some chaos and a daring escape, Brenda is finally free. At last, Big Bill and Brenda are married-for real this time. A heartfelt ending to a special celebration."
Untitled Ambition: The Journey to Valtoria,"The story starts with Bella Mors stating to herself that the VPG are quite the tenacious bunch, as she literally had to walk on eggshells to escape them. She managed to elude capture and make her way to the train station as a means to flee Valtoria and head to Esteban to recruit the new heroes who defeated both Anti-Spur and the Hero Slayers. Meanwhile in Esteban, it's another slow day for the ENGA (Esteban's Nation Guild Association), as Justin sits in his office, yawning from boredom about the listlessness transpiring throughout Esteban. Soon afterwards, Kaito Blackwood enters the scene, eagerly asking Justin for any available missions, as the latter assures him that Kaito will be the first to be notified when a new mission request has been received. It's around this time when Bella enters the room and requests help for mission she'd like to hire the ENGA members for. Kaito is immediately starstruck after just a single look at Bella's pure and innocent appearance. The two listened intently as Bella disclosed her physical condition to the heroes. Bella told them that she was cursed by a witch with the ""Reverse Midas Touch."" Anything Bella touched would turn to mold, rot, break or decay. So, she constantly had to wear special (blessed) gloves to minimize unwarranted contact. As disheartening as her situation was, Justin knew that something just felt ""off"" about both Bella's story and her condition. He started by saying that he didn't believe that Bella's condition was even a curse at all. Justin admits that he isn't as much of a magic expert as Fidelia when it comes to certain curses, but even he knew that curses almost always have some level of dark, spiritual energy attached to them. Bella's condition had no traces of such energy in her hands whatsoever, and Justin started asking this new client some rather deep questions, such as her relationship to this supposed witch who cursed her and why such an individual would go out of their way to curse an innocent girl in such a profound and unusual way. As Bella struggled to give any convincing answers, Kaito intervened and told Justin that this mission is exactly what the doctor ordered for them, and this would be the perfect way to go out and figure out a way to break this ""curse,"" even if the witch herself is the only one able to do it. So, Justin relents, gives Bella the benefit of the doubt, and agrees to take on her mission. The trio then fetches Ike as the four travel by train to the country of Valtoria. Upon arrival in Valtoria, the trio were surprised by how Bella was raised in such a peaceful, quaint village in the middle of a sunny meadow. Justin began to question Bella's claims even further as to how and why would a witch be located in the heart of such a lovely place. Bella retorted that in Valtoria, looks are often very deceiving. Many people in this region regard Lyra Noir, the witch who supposedly cursed Bella, and her team as saviors in this region. Bella even claims that the inhabitants of Valtoria are all under Lyra's spell to paint both herself and her minions as heroes, much to the ire of JSA. So, the trio spent hours looking for clues about a stereotypical witch located in Valtoria, but to no avail. Their search seemed fruitless until a familiar face, Velda, was spotted by Kaito, and she explained her reason for traveling to these parts. Velda was hired by some officials in her country, the Northern Heights Region, to locate an ancient monster sealed away in Valtoria to exterminate and bring back remnants to get compensated. Kaito, in return, explained his situation to Velda, and she gave the trio a valuable clue. Earlier in her visit, Velda spotted an old castle located just outside of the village. The inhabitants told her that the castle belonged to the VPG and that the group wouldn't be returning until this evening. So, Velda suggested that the VPG would be the first to help the trio out in their mission with Bella Mors once they returned. So, the trio, along with Bella, waited until evening for the VPG's return to the castle. That night, the trio saw a striking individual that fit the description Bella told JSA about Lyra Noir. The tall, slender woman dressed in black, covered in piercings and tattoos, was definitely the target. Justin urged Bella to head to a safe location to hide once the confrontation was over, to which Bella complied. Meanwhile, the JSA trio successfully infiltrated the VPG's castle, where Justin overheard Lyra scolding Thundergut Pike about letting Bella escape her room under his watchful eye. Pike explained to Lyra that prior to her escape, Bella gave him a sandwich along with some ""extra-fizzy"" soda that caused Pike to fall asleep and give Bella the opportunity to escape. Petite Piper adds that she went to Bella's room and found tasteless sleeping drugs under Bella's bed for the child to make her planned escape. Their conversation confuses Justin, as he starts to wonder if Bella was being held prisoner in the castle prior to her escape. If so, then the VPG are even more of a threat than he initially thought. Suddenly, Kaito knocks over a glass object, causing the VPG to be alerted to JSA's presence. An inevitable fight took place. Thundergut Pike is huge, obese man dressed a superhero, yet his super speed should be impossible to achieve. Pike was so fast that Kaito started to tire himself out trying to land a single hit on Pike until he collapsed from exhaustion. Petite Piper fought against Ike, who initially wanted to go easy on such a small individual. That all changed when Piper's super strength from her single punch kicked in and knocked Ike unconscious. Finally, Justin tried using his magic to help his teammates, only for Jebediah Jones (an unkept country bumpkin) to sneak up from behind and use his psychic abilities to drain Justin's spiritual essence until the blue hero collapsed from exhaustion. JSA was unambiguously defeated in their fight against the VPG. One could easily assume that this was the end for the trio. However, the final member of the VPG was a hulking, muscular giant by the name of Gideon ""Goliath"" Gray. This priestly, gentle giant used profound healing arts to restore the trio and properly explain himself and the entire situation to JSA. In return, Justin both thanks Gideon and apologizes for the misunderstanding that they were all hired by Bella to undo the curse that Lyra Noir put on their client. Gideon laughs and drops a massive bombshell: both Lyra and Bella are sisters. Ever since their powers awakened, Bella has always coveted her older sister Lyra's saintly powers. This news utterly leaves the JSA trio mind-blown. Afterwards, Gideon escorts the trio back upstairs, where they're reintroduced to Lyra Noir. Upon closer inspection, Justin was able to sense the pure, magnetic energy flowing from Lyra to debunk the claim that the saintess dressed in black being a witch couldn't be any further from the truth. The JSA trio again deeply apologizes for the misunderstandings leading up to a misguided breaking and entering scheme that led to a fight, in which Lyra laughs and forgives them. She told them that wasn't the first time Bella sent people to challenge the VPG and that Bella's attempts to turn people against us usually fail spectacularly. Lyra stated that she honestly couldn't blame JSA for being misled by Bella to fight the VPG due to her appearance and that their group occasionally finds themselves sorting out misunderstandings from time to time. It comes with the territory of being a member of the Valtorian Paradoxical Guards. As both sides continue talking, Lyra explains to JSA that, just as Justin stated earlier, Bella's condition isn't a curse but rather a reflection of the inner turmoil she harbors in her heart. In the past, both Gideon and Lyra have healed Bella's condition multiple times, only for Bella's ""Reverse Midas Touch"" to return even quicker with each heal. At first, Bella was normal for a few days, but after each time she received healing, her condition not only worsened but returned even faster, to the point where both Gideon and Lyra's healing became ineffective. If Bella could get rid of the malice she has in her heart toward her sister, even Lyra agreed that Bella would be an even greater healer than herself. Justin deduced two things from this: The more jealous Bella grew of Lyra's powers, the faster the Reverse Midas Touch returned and worsened. Also, people are full of pride. Instead of practicing mindfulness and doing inner work, people like Bella don't want to change and just want a quick, easy fix to their problems. This revelation confuses Lyra because, throughout their childhood, Bella was the golden child who got everything she wanted, while despite this, Lyra always made Bella's and those around her happiness a priority. I guess this would be the root cause of where their powers originated and the clear dichotomy between them. Both sides start wondering where Bella went after all this time, in which she's now seen in a crystal cave awakening an ancient entity to finally cure her condition. Bella starts gloating to herself, saying that those three stooges were the perfect distraction to keep the VPG preoccupied while she enacted her true motives. This is a terrible side of Bella's true character: if Gideon or Lyra didn't heal the JSA trio and decided to eliminate them, Bella wouldn't have cared in the slightest. This highlights a ruthless individual who is willing to sacrifice others or do whatever it takes to achieve their goal. Bella uses her ""Reverse Midas Touch"" to simply touch the crystalline walls imprisoning the ancient, blue jinn. Legends say that once an individual awakens a jinn from their slumber, they must grant the wish of their liberator. Bella makes a simple yet sincere wish to the stoic, blue jinn and wishes to receive healing from her condition, even going as far as declaring to do whatever it takes to achieve it. The blue jinn responds with a sinister grin and demands that both Bella and he shake on it, to which Bella complies. Suddenly, Bella's starts convulsing, and her screams are loud enough to be heard by a nearby Velda who was searching for clues in the middle of the forest at night. Velda hears Bella's shrieking and runs back to the VPG's castle for help, telling them all about the current situation. Both sides follow Velda into the crystal cave, where she hears Bella's screams taking place. They all travel to Bella's location within the cave and find an otherworldly entity standing before them all. Bella ended up becoming a host to the malevolent blue jinn. Her previous human appearance, which once portrayed undeniable, youthful innocence, was now replaced with something straight out of an alien or fantasy movie. Bella now possessed long, white flowing hair, pointy, elongated ears, pale-white skin, and reddish-purple eyes to go along with a black, primal outfit. The jinn in Bella's body took a good look at Velda was surprised that even after all this time, the crimson-haired huntresses of the Wolfjäger bloodline still exist to this day. However, Lyra cared less about the history lesson and demanded that the blue jinn release her sister immediately. However, the jinn (in Bella's body) replied that Bella agreed to his terms to take away her self-induced curse and gave the jinn full access to her body as part of their agreement. Lyra vows to break that agreement and use her powers to purge the jinn straight out of Bella's body. The jinn responds by summoning hordes of evil mirror clones from the reflective crystals in the cave to fight against the heroes. This power causes Velda to have flashbacks of her fight with the late Hero Slayer member Nancy. Justin and the other VPG members, like Gideon, Jebediah, and Lyra, were all struggling with these creatures until Justin asked Velda how she dealt with them. Velda replied that the clones were very tenacious and difficult to defeat with their own strength. Velda was a fire-type user, so Nancy summoned a mirror clone of Velda that was water-type, and the tedious fight continued until Nancy and her zombie brethren were drawn by something else, leading them out of the stadium to pursue, causing the undead menace to cancel her mirror magic and leave the stadium along with the other zombies. Justin's states that it was most likely the ""Last Supper"" elixir that spilled on Anti-Spur that drew the zombies away from Velda and the other fighters. Velda then concluded that they couldn't expect the same miracle to happen twice, especially in a situation like this where Velda's mirror clone returned with a vengeance. Everything started to look grim until Thundergut Pike, Petite Piper, and Kaito all came to the rescue to destroy the mirror clones, with Kaito (despite not having any superpowers) eliminating dozens of the mirror clones. This gave Velda a window of opportunity to shoot her blazing light arrow from her legendary flame bow to distract the possessed Bella, giving Lyra the chance to pray and cast out the jinn inhabiting Bella's body. The jinn screamed in agony and made a chilling statement in his final moments of being purged. Though Lyra purged the jinn from Bella's body, the jinn's influence would continue to leave an indelible mark on Bella's appearance, thanks to their agreement. As he disappeared, the jinn laughed, saying that the Bella they once knew is now lost to them forever. After the jinn's purging, there's a deep silence in the atmosphere as an unconscious Bella, whose appearance still remains in her possessed state, lies silently on the ground. Lyra tries to heal and restore her younger sister's human form, but to no avail. This happens until Bella finally wakes up and is embraced tightly by Lyra, who's glad to see her sister's mind returning to her. However, the same wasn't true for Bella's body, as she got up and looked into the reflective crystals, only to see a complete stranger staring back at her. Bella lamented after seeing where her actions had finally led her. She was now forced to navigate through life with this strange, otherworldly appearance. Lyra woefully apologized and blamed herself for this outcome, stating that if she had worked harder to cure Bella's condition, all of this could've been avoided. Bella finally takes a stand and admits her wrongdoings to her sister, saying that Lyra was always the one apologizing for her bad behavior. Bella admitted that Lyra gave her clear instructions to do the inner work, and yet she was blinded by jealousy and abstinently chose to do things her way. After all these years of envy, bitterness, and deception, Bella states that she finally paid the price for it all, and this was her just reward. Bella deeply apologizes to both Lyra and JSA for all the trouble she's caused them, and they all unanimously sympathize with and forgive her. Kaito even tries to bring levity into Bella's situation by stating he truly understands Bella and vows to stand by her side as they both go through this together. Also, Kaito states that Bella now reminds him of those elven heroines in the fantasy movies he likes to watch. This cheers Bella up as she embraces and caresses Kaito. To everyone's surprise, Kaito's wounds from the previous battle have all begun to heal. Gideon is driven to tears and exclaims to Lyra that Bella has finally acquired the saint's touch. It was truly a Christmas miracle. Despite this drastic change, Bella was now able to heal just like her big sister, Lyra. This only strengthened Kaito's resolve to remain by Bella's side, as both Justin and Ike agreed to let Kaito pursue a life with Bella in Valtoria while the two returned to Esteban. Before their departure, Bella thanks Velda, Justin, and Ike by giving them all bags of rare Valtorian gems to cash in or keep as souvenirs. Before Justin and Ike board the train back to Esteban, Velda catches up with them and lets them know that she's still waiting on her rematch with Lady Violet. Justin then tells Velda that only time will tell as both sides return to their respective destinations. Upon returning to Esteban, both Justin and Ike take the Valtorian gems to a teller and discover that the gems are extremely valuable. The End."
VS Volume 4,"After a failed attempt to reaching the Dark Stem, Xu Xang continues to level up. The Sarri and the Terraven continue to fight for the pursuit of supremacy. Xu Xang's Nemesis ""Xerra"" tempts Xang to join her to gain more power."
Velký Pán,N/A
Wallace & Gromit: Vengeance Most Fowl,Top dog Gromit springs into action to save his master when Wallace's high-tech invention goes rogue and he is framed for a series of suspicious crimes.
Watchmen: Chapter I,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself."
Watchmen: Chapter II,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered."
Where the Robots Grow,"On a faraway planet called Oracle, farming robots from a dying Earth discover a pod containing the last human baby, redefining their purpose to nurture new life."
White Snake: Afloat,"Xiaobai finally found Xu Xian, the reincarnation of Axuan, after 500 years, the two met on the Broken Bridge. Xiaobai and sister hid in the streets and alleys, started a lively life in human world with him and his brother-in-law Li Gongfu."
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,"Follows Komugi and Iroha on a new adventure, when they are sucked into the world of the video game Doki Doki Tanukingdom (Thrilling Raccoon-Dogkingdom)."
Woody Woodpecker Goes to Camp,"Woody Woodpecker must find a new home after being kicked out of the forest. At Camp Woo Hoo, he thinks he's found a forever home, but there's an inspector on the loose who wants to shut down the camp."
Woolina and the No Birds,"Woolina is a young sheep who dreams of flying, but she lives in a world where only birds are allowed to fly airplanes and soar the skies. With the world and her father against her, Woolina and her friends follow in the footsteps of her favorite heroic character, Super Owl, fighting against all odds to join a flight school and enter the race that will change their lives forever."
World of Sathvik and his friends : The Cursed Pumpkin,"In the small town of Millville, a curious group of friends, led by the Sathvik, embark on an unforgettable Halloween adventure. A pumpkin-carving contest leads the gang unknowingly awaken the spirit of King Villarthon and a curse.."
Worship,James and Louise uncover a cult in the middle of Kingsteignton by a weird priest called brother Shameus.
Ya Boy Kongming! Road to Summer Sonia,"The music industry becomes a battlefield when ancient strategist Kongming is transported from historical China to modern Japan. He'll use military tactics to turn his new friend Eiko into a music star, and together they'll take the party hotspot of Shibuya by storm."
Yao guai sen lin,"Laqi, a young girl, enters a forest to find her parents but meets Luda, a demon spirit. They journey through the forest, encountering various monsters , overcoming dangers and forming a deep friendship."
Young doctor's notes,"1905. The boy Misha takes a bag with 13 licorice roots to one gentleman, who turns out to be the prince of shadows Balthazar, who offered a new life for help in his atrocities. Misha refused, and Balthazar cursed Misha, aging him over 30 years and transporting him to the Soviet Union. To an alternative Soviet Union."
Yumi's Cells: The Movie,Explores growth of Yumi an office worker and the myriad of cells inside her brain in imaginative ways.
Zak & Wowo: The Legend of Lendarys,"At the heart of an imaginary world populated by fantastical creatures and dangerous monsters, the 13 year-old Zak goes in search of his twin brother Kyle, who has disappeared mysteriously. Equipped with a magical jade stone whose superpowers he doesn't yet know how to control, he is joined by his grandmother NaïNaï and Indiana, a beautiful outlaw who can communicate with the world's fantastical creatures. But he is also flanked by Wowo, formerly a 3 meter-tall furry pachyderm, now turned into a tiny, cute and wacky furball by the magical jade stone."
Zegapain STA,"Sequel to the 2006 Zegapain TV series as part of ""Zegapain PROJECT REUNION"". The new sequel installment has the subtitle ""Olta Moda Arc"", named after the brand new force in the Zegapain universe ""Olta Moda""."
Zuzubalândia: O Filme,"To save the enchanted kingdom of Zuzubaland, where everything is made of food, the little bee Zuzu has to face the Witch, who convinces the other bees to stop pollinating and pursue their long-dreamed-of professions."
